Current_Word,Next_Word,Levenshtein_distance
According,Mirapoint,7
Mirapoint,Radicati,8
Radicati,Group,8
Group,One,5
One,Clicking,7
Clicking,Marcel,7
Marcel,Nienhuis,8
Nienhuis,Radicati,8
Radicati,Group,8
Group,Spammers,8
Spammers,Clearswift,9
Clearswift,Sony,10
Sony,PSP,4
PSP,And,3
And,American,7
American,Desperate,8
Desperate,Housewives,8
Housewives,PC,10
PC,Clearswift,10
Clearswift,Alyn,9
Alyn,Hockey,6
Hockey,Clearswifts,11
Clearswifts,Sexually,10
Sexually,Sophos,7
Sophos,Spammers,6
Spammers,Graham,7
Graham,Cluley,6
Cluley,Sophos,6
Sophos,Mr,6
Mr,Cluley,6
Cluley,Spammers,7
T-Mobile,T-Mobile,0
T-Mobile,Unlike,6
Unlike,MDA,6
MDA,IV,3
IV,MDA,3
MDA,III,3
III,Microsoft,9
Microsoft,Mobile,7
Mobile,Qwerty,6
Qwerty,Motorolas,8
Motorolas,MPx,8
MPx,European,8
European,Rene,7
Rene,Obermann,6
Obermann,T-Mobiles,9
T-Mobiles,Cannes,7
Cannes,T-Mobile,8
T-Mobile,Pocket,7
Pocket,MDAs,6
MDAs,Europe,6
Europe,T-Mobile,6
T-Mobile,Blackberry,9
Blackberry,Reflecting,10
Reflecting,UK,10
UK,UKs,1
UKs,London,6
London,Brighton,6
Brighton,Southern,6
Southern,Nomad,7
Nomad,Digital,6
Digital,March,7
March,April,4
April,Wi-fi,5
Wi-fi,Wimax,3
Wimax,Brian,4
Brian,McBride,4
McBride,T-Mobile,6
T-Mobile,UK,8
UK,GNER,4
GNER,Mr,4
Mr,Obermann,7
Obermann,Thousands,7
Thousands,Cannes,7
Cannes,France,4
France,February,6
California,PCs,10
PCs,California,10
California,January,8
January,Governor,8
Governor,Arnold,6
Arnold,Schwarzenegger,12
Schwarzenegger,Spyware,9
Spyware,PC,7
PC,One,3
One,Washington,9
Washington,Congress,9
Congress,California,8
California,Consumer,9
Consumer,Protection,9
Protection,Spyware,10
Spyware,Act,7
Act,Consumers,9
Consumers,California,9
California,Earthlink,8
Earthlink,Webroot,9
Webroot,PCs,7
PCs,Currently,9
Currently,Spybot,8
Spybot,Ad-Aware,8
Sony,PSP,4
PSP,US,2
US,Sonys,5
Sonys,PlayStation,10
PlayStation,Portable,8
Portable,US,8
US,Thursday,8
Thursday,Nintendos,8
Nintendos,DS,9
DS,UK,2
UK,Gamers,6
Gamers,US,6
US,Spider-Man,10
Spider-Man,UMD,9
UMD,Sonys,5
Sonys,PSP,5
PSP,Sony,4
Sony,Walkman,7
Walkman,Century,7
Century,Japan,7
Japan,Nintendo,7
Nintendo,DS,8
DS,GameCube,8
GameCube,Europe,7
Europe,Nintendo,8
Nintendo,US,8
US,Gizmondo,8
Gizmondo,UK,8
UK,PSP,3
PSP,Michael,7
Michael,Pachter,4
Pachter,Wedbush,7
Wedbush,Morgan,7
Morgan,Securities,9
Securities,Reuters,6
Reuters,Sony,7
Sony,PSPs,4
PSPs,Apples,5
Apples,PSPs,5
PSPs,Europe,6
Europe,Sony,5
Sony,US,4
US,PSPs,3
PSPs,March,5
March,European,7
European,US,8
US,Japanese,8
Japanese,PSP,8
PSP,PlayStation,9
PlayStation,Hundreds,11
Hundreds,US,8
US,US,0
US,Ape,3
Ape,Academy,5
Academy,Formula,7
Formula,One,7
One,Wipeout,6
Wipeout,Pure,6
Pure,Fired,3
Fired,Up,5
Up,Movie,5
Movie,Lions,5
Lions,Gate,5
Gate,Entertainment,11
Entertainment,Disney,11
Disney,UMD,6
Camera,Four,5
Four,Europe,5
Europe,Gartner,5
Gartner,Globally,7
Globally,Improving,9
Improving,Europe,7
Europe,Japan,6
Japan,Asia,4
Asia,Pacific,6
Pacific,Japan,6
Japan,Gartner,5
Gartner,Camera,5
Camera,MMS,6
MMS,Messaging,8
Messaging,Services,8
Services,Handset,7
Handset,Realising,7
Realising,Mobile,8
Mobile,Image,5
Image,Gartner,6
Gartner,Consumer,6
Consumer,Images,7
Images,Mencap,6
Mencap,Fonetography,9
Fonetography,David,11
David,Bailey,5
Bailey,Rankin,5
Rankin,Nan,4
Nan,Goldin,5
Goldin,Sir,5
Sir,Peter,4
Peter,Blake,5
Blake,Tracey,4
Tracey,Emin,6
Emin,Jack,4
Jack,Vettriano,8
Vettriano,Intel,8
Intel,Samsung,7
Samsung,UKs,6
UKs,Foreign,7
Foreign,Office,6
Office,Lawrence,6
Lawrence,Livermore,6
Livermore,National,9
National,Laboratories,10
Laboratories,US,12
US,Many,4
Many,Italys,4
Italys,According,9
According,Sony,7
Sony,Ericssons,7
Ericssons,September,9
Spam,Computer,7
Computer,Business,8
Business,Software,8
Software,Alliance,7
Alliance,Mike,6
Mike,Newton,6
Newton,BSA,6
BSA,PCs,3
PCs,Brazilians,9
Brazilians,French,9
French,Britons,6
Britons,William,7
William,Plante,6
Plante,Symantec,4
Losing,Online,4
Online,World,6
World,Warcraft,6
Warcraft,Europe,7
Europe,BBC,6
BBC,Travis,6
Travis,Anderson,7
Anderson,Texas,7
Texas,Im,5
Im,Id,1
Id,Charles,7
Charles,MacIntyre,9
MacIntyre,England,9
England,Massively,9
Massively,Multiplayer,8
Multiplayer,Online,8
Online,Role,4
Role,Playing,7
Playing,Game,6
Game,MMORPG,6
MMORPG,Shame,6
Shame,Stuart,4
Stuart,Stanton-Davies,11
Stanton-Davies,Huddersfield,13
Huddersfield,Scare-mongering,13
Scare-mongering,Pong,12
Pong,Atari,5
Atari,Gaming,5
Gaming,Unfortunately,12
Unfortunately,However,11
However,Massively,7
Massively,MMORPGs,8
MMORPGs,Warcraft,8
Warcraft,EverQuest,7
EverQuest,Ultima,9
Ultima,Part,6
Part,EverQuest,7
EverQuest,EverCrack,5
EverCrack,E,8
E,Hayot,5
Hayot,Print,4
Print,Culture,7
Culture,EverQuest,8
EverQuest,EQ,7
EQ,TV,2
TV,EverQuest,9
EverQuest,EverQuest,0
EverQuest,Let,7
Let,Almost,5
Almost,World,6
World,Warcraft,6
Warcraft,EverQuest,7
EverQuest,EverQuest,0
EverQuest,Daily,9
Daily,Grind,4
Grind,Jane,4
Jane,MMOPRGs,7
MMOPRGs,One,6
One,Another,5
Another,Warcraft,8
Warcraft,Video,8
Video,Ive,4
Ive,Warcraft,8
Warcraft,Ever[Crack],8
Ever[Crack],Sadly,10
Sadly,RPGs,5
RPGs,Unlike,6
Unlike,TV,6
TV,Despite,7
Despite,MMORPGs,7
MMORPGs,Perhaps,6
Perhaps,Now,7
Now,Obsessive,9
Obsessive,Obviously,7
Obviously,EverQuest,8
EverQuest,EQ,7
EQ,MMORPGs,7
MMORPGs,MMORPGS,1
MMORPGS,Championship,12
Championship,Manager,10
Manager,One,5
One,Sunday,5
Sunday,Monday,2
Monday,University,9
University,EverQuest,8
EverQuest,RPGS,9
RPGS,EverQuest,9
EverQuest,MMORPG,9
MMORPG,PC,5
PC,Im,2
Im,Ive,2
Ive,PC,3
PC,Pretty,5
Pretty,World,6
World,Warcraft,6
Warcraft,Star,7
Star,Wars,3
Wars,Galaxies,6
Galaxies,Im,8
Im,Thankfully,10
Thankfully,Jedi,10
Jedi,Seven,4
Seven,Ultima,6
Ultima,Online,5
Online,Online,0
Online,Something,7
Something,Whilst,8
Whilst,TV,6
TV,Gaming,6
Gaming,Hell,6
Hell,Online,5
Online,Many,5
Many,According,8
According,MMORPGs,9
MMORPGs,Sounds,6
Sounds,Warcraft,8
Warcraft,Im,8
Im,Everquest,9
Everquest,Football,9
Football,Manager,8
Manager,Im,7
Im,Id,1
Id,Cambridge,8
Cambridge,United,8
United,MMORPGs,7
MMORPGs,TV,7
TV,Furthermore,11
Furthermore,Living,11
Living,Korea,6
Korea,PC,5
PC,Bangs,5
Bangs,Cafes,3
Cafes,Nearly,5
Nearly,South,6
South,Koreans,6
Koreans,Korean,1
Korean,Im,6
Im,TV,2
TV,US,2
US,World,5
World,Warcraft,6
Warcraft,European,7
European,Im,8
Im,Great,5
Great,MMORPG,6
MMORPG,MMORPG,0
MMORPG,Unless,6
Unless,Ultima,5
Ultima,Online,5
Online,LOL,6
Long,PCs,4
PCs,Scientists,9
Scientists,Building,8
Building,Ever,8
Ever,Forrester,7
Forrester,Research,8
Research,Mike,7
Mike,Trainor,6
Trainor,Intel,7
Intel,Mr,5
Mr,Trainor,6
Trainor,Intel,7
Intel,Mobile,5
Mobile,PC,6
PC,Extended,8
Extended,Battery,7
Battery,Life,6
Life,Working,6
Working,Group,6
Group,Mr,4
Mr,Trainor,6
Trainor,Intel,7
Intel,Mr,5
Mr,Trainor,6
Trainor,Also,6
Also,Mr,4
Mr,Trainor,6
Trainor,Many,5
Many,Mr,3
Mr,Trainor,6
Software,Software,0
Software,PC,8
PC,Worries,7
Worries,BridgeHead,9
BridgeHead,Software,9
Software,Sabotage,5
Sabotage,National,6
National,Hi-Tech,8
Hi-Tech,Crime,6
Crime,Unit,4
Unit,NOP,4
NOP,BridgeHead,10
BridgeHead,Software,9
Software,PC,8
PC,Ironically,10
Ironically,Freedom,9
Freedom,Information,9
Information,Act,10
Act,Potentially,10
Potentially,CD,11
CD,Increasingly,12
Increasingly,Privacy,9
Privacy,Tim,6
Tim,Ellsmore,7
Ellsmore,PC,8
Text,UK,4
UK,Mobile,6
Mobile,Data,6
Data,Association,9
Association,December,10
December,December,0
December,MDAs,8
MDAs,Every,5
Every,Decembers,7
Decembers,October,5
October,Text,7
Text,MDA,4
MDA,Even,4
Even,People,6
People,SMS,6
SMS,Booking,7
Booking,Mobile,5
Mobile,Disasters,8
Disasters,Emergency,9
Emergency,Committees,9
Committees,Asian,9
Asian,Tsunami,5
Tsunami,Looking,7
Looking,MDAs,7
MDAs,Mike,3
Mike,Short,5
Short,WAP,5
WAP,Handsets,8
Handsets,GPRS,8
GPRS,Globally,7
Globally,Gartner,7
US,US,0
US,Amit,4
Amit,Yoran,5
Yoran,National,6
National,Cyber,8
Cyber,Security,7
Security,Division,7
Division,US,8
US,Department,10
Department,Homeland,9
Homeland,Security,8
Security,US,8
US,Reports,7
Reports,Mr,6
Mr,Yoran,4
Yoran,September,9
September,Cyber,6
Cyber,Security,7
Security,Division,7
Division,US,8
US,Mr,2
Mr,Yoran,4
Yoran,Cyber,5
Cyber,Security,7
Security,Division,7
Division,US,8
US,Mr,2
Mr,Yorans,5
Yorans,Despite,7
Despite,Mr,7
Mr,Yoran,4
Yoran,Department,8
Department,Homeland,9
Homeland,Security,8
Security,Yoran,7
Yoran,Department,8
Department,Homeland,9
Homeland,Security,8
Security,Mr,7
Mr,Yoran,4
Yoran,US,5
US,Mr,2
Mr,Yoran,4
Yoran,Congress,6
Rolling,Internet,7
Internet,Engineering,8
Engineering,Task,11
Task,Force,5
Force,Brian,5
Brian,Carpenter,7
Carpenter,IETF,9
IETF,TV,3
TV,VoIP,4
VoIP,Internet,8
Internet,Protocol,8
Protocol,Net,7
Net,Dr,3
Dr,Carpenter,8
Carpenter,VoIP,9
VoIP,IBM,4
IBM,Dr,3
Dr,Carpenter,8
Carpenter,Cern,6
Cern,European,6
European,Laboratory,9
Laboratory,Particle,8
Particle,Physics,5
Physics,IETF,7
IETF,IPv6,3
IPv6,Cern,4
Cern,Dr,3
Dr,Carpenter,8
Carpenter,IETF,9
IETF,TCP/IP,6
TCP/IP,IP,4
IP,IETF,3
IETF,Dr,4
Dr,Carpenter,8
Carpenter,China,7
China,DSL,5
DSL,Subscriber,10
Subscriber,Line,8
Line,Dr,4
Dr,Carpenter,8
Carpenter,IPv6,9
IPv6,IPv4,1
IPv4,IPv4,0
IPv4,IP,2
IP,IP,0
IP,IPv6,2
IPv6,Dr,4
Dr,Carpenter,8
Carpenter,Standards,9
Standards,IPv6,9
IPv6,London,6
London,IP,6
IP,Technically,11
Technically,Dr,11
Dr,Carpenter,8
Carpenter,Dr,8
Dr,Carpenter,8
Carpenter,People,7
People,People,0
People,But,6
But,Unfortunately,11
European,Bill,8
Bill,Thompson,8
Thompson,Dutch,8
Dutch,European,7
European,Union,6
Union,European,6
European,Parliament,8
Parliament,European,8
European,TV,8
TV,Sadly,5
Sadly,Middle,4
Middle,Britain,6
Britain,Directive,7
Directive,Patentability,10
Patentability,Computer-Implemented,16
Computer-Implemented,Inventions,18
Inventions,Article,8
Article,European,7
European,Patent,7
Patent,Convention?,8
Convention?,Yet,9
Yet,EUs,3
EUs,Europe,5
Europe,US,6
US,Many,4
Many,US,4
US,Amazon,6
Amazon,Amazon,0
Amazon,Council,7
Council,Ministers,9
Ministers,European,8
European,Parliament,8
Parliament,Poland,6
Poland,Germanys,6
Germanys,Early,6
Early,December,8
December,British,8
British,Science,6
Science,Minister,7
Minister,Lord,8
Lord,Sainsbury,8
Sainsbury,UK,9
UK,Directive,9
Directive,First,6
First,European,7
European,Patents,8
Patents,Lord,7
Lord,Byrons,5
Byrons,Childe,6
Childe,Harolds,5
Harolds,Pilgrimage,9
Pilgrimage,LZW,10
LZW,GIF,3
GIF,US,3
US,Coincidence,11
Coincidence,US-based,10
US-based,Even,7
Even,Microsoft,9
Microsoft,Eolas,8
Eolas,Internet,8
Internet,Explorer,7
Explorer,Eolas,6
Eolas,Much,5
Much,Apache,4
Apache,GNU/Linux,9
GNU/Linux,Firefox,8
Firefox,Eventually,10
Eventually,Linux,8
Linux,Europes,7
Europes,Council,7
Council,Ministers,9
Ministers,Bill,8
Bill,Thompson,8
Thompson,BBC,8
BBC,World,5
World,Service,6
Service,Go,7
Go,Digital,7
PC,PC,0
PC,Bill,4
Bill,Thompson,8
Thompson,IBM,8
IBM,ThinkVantage,12
ThinkVantage,Dell,12
Dell,Optiplex,7
Optiplex,Toshiba,8
Toshiba,HP/Compaq,8
HP/Compaq,Samsung,9
Samsung,Inside,6
Inside,PC,6
PC,Eventually,10
Eventually,TPM,10
TPM,TV,2
TV,TPM,2
TPM,Hardware,8
Hardware,Instead,7
Instead,HPs,6
HPs,ProtectTools,11
ProtectTools,Wave,11
Wave,Systems,6
Systems,Embassy,7
Embassy,Full,7
Full,Microsoft,9
Microsoft,Windows,7
Windows,Microsoft,7
Microsoft,Generation,9
Generation,Secure,8
Secure,Computing,8
Computing,Base,9
Base,Windows,7
Windows,However,7
However,Users,6
Users,Apples,5
Apples,CD,6
CD,Another,7
Another,Reals,7
Reals,Harmony,7
Harmony,Apple,7
Apple,Similarly,8
Similarly,TiVo,8
TiVo,TiVo,0
TiVo,One,4
One,DRM,3
DRM,DRM,0
DRM,CDs,3
CDs,Bill,4
Bill,Thompson,8
Thompson,BBC,8
BBC,World,5
World,Service,6
Service,Go,7
Go,Digital,7
Court,Judges,6
Judges,US,6
US,Supreme,7
Supreme,Court,6
Court,Legal,5
Legal,Supreme,7
Supreme,Court,6
Court,Grokster,6
Grokster,Morpheus,7
Morpheus,Instead,7
Instead,Intel,3
Intel,Supreme,6
Supreme,Court,6
Court,Grokster,6
Grokster,Asking,7
Asking,Electronic,9
Electronic,Frontier,8
Frontier,Foundation,6
Foundation,StreamCast,10
StreamCast,Networks,9
Networks,Morpheus,7
Morpheus,Sony,7
Sony,Betamax,7
Betamax,Defenders,8
Defenders,Sony,8
Sony,Betamax,7
Betamax,Betamax,0
Betamax,Betamax,0
Betamax,Magna,6
Magna,Carta,3
Carta,US,5
US,Gary,4
Gary,Shapiro,5
Shapiro,Consumer,8
Consumer,Electronics,11
Electronics,Association,10
Association,Supreme,11
Supreme,Court,6
Court,Justice,6
Justice,Stephen,7
Stephen,Breyer,5
Breyer,Apples,5
Apples,Based,5
Based,Tuesdays,7
Tuesdays,Betamax,7
Betamax,Groksters,9
Groksters,Justice,7
Justice,David,6
David,Souter,6
Souter,CEA,6
CEA,Mr,3
Mr,Shapiro,6
Shapiro,Supreme,6
Supreme,Court,6
Court,Americas,7
Nasa,DIY,4
DIY,MP3,3
MP3,Adam,4
Adam,Curry,5
Curry,MTV,5
MTV,VJ,3
VJ,Pied,4
Pied,Piper,2
Piper,MP3,5
MP3,WMP,2
WMP,Curry,5
Curry,Madison,7
Madison,Avenue,7
Avenue,MSN,6
MSN,MP3,2
MP3,Xbox,4
Xbox,Ian,4
Ian,Fogg,4
Fogg,Jupiter,7
Jupiter,Research,8
Research,Apple,8
Apple,Microsoft,9
Microsoft,Audiences,9
Audiences,Currys,7
Currys,Daily,5
Daily,Source,6
Source,Code,4
Code,Dave,3
Dave,Winer,4
Winer,RSS,5
RSS,Simple,6
Simple,Syndication,9
Syndication,Podcasts,8
Podcasts,Scripting,9
Scripting,News,9
News,Curry,5
Curry,Ron,5
Ron,Blooms,5
Blooms,PodShow,7
PodShow,RSS,6
RSS,Curry,5
Curry,Advertising,10
Advertising,Essentially,8
Essentially,Coffee-loving,12
Coffee-loving,Curry,12
Curry,Amazon,6
Amazon,Others,6
Others,Dawn,6
Dawn,Drew,3
Drew,Show,3
Show,One,4
One,Eric,4
Eric,Rice,3
Rice,Warner,5
Warner,Bros,5
Bros,Warner,5
Warner,Bros,5
Bros,Others,5
Others,One,4
One,Curry,5
Local,TV,5
TV,Austria,7
Austria,Austrian,1
Austrian,Engerwitzdorf,11
Engerwitzdorf,PCs,13
PCs,Telekom,7
Telekom,Austria,7
Austria,Rudolf,6
Rudolf,Fischer,7
Fischer,Telekom,7
Telekom,Austrias,8
Austrias,Buntes,5
Buntes,Fernsehen,7
Fernsehen,TV,9
TV,TV,0
TV,Engerwitzdorf,13
Engerwitzdorf,Telekom,11
Telekom,Austria,7
Austria,Buntes,5
Buntes,Fernsehen,7
Fernsehen,TV,9
TV,PC,2
PC,Mr,2
Mr,Fischer,6
Fischer,TV,7
TV,Buntes,6
Buntes,Fernsehen,7
Fernsehen,Telekom,7
Telekom,Austria,7
Austria,Mr,6
Mr,Fischer,6
Fischer,Engerwitzdorf,11
Engerwitzdorf,Telekom,11
Telekom,Austrias,8
Austrias,TV,8
TV,Aon,3
Aon,PC,3
PC,Aon,3
Aon,October,6
October,TV-on-demand,10
TV-on-demand,Vienna,9
Gizmondo,Gizmondo,0
Gizmondo,Saturday,8
Saturday,Priced,7
Priced,UK,6
UK,US,1
US,Europe,6
Europe,Great,5
Great,Escape,5
Escape,Conflict,8
Conflict,Vietnam,8
Vietnam,British-backed,12
British-backed,Nintendo,13
Nintendo,Sony,7
Sony,Gizmondo,6
Gizmondo,Vodafone,7
Vodafone,GPS,8
GPS,Position,8
Position,System,6
System,GPRS,6
GPRS,Bluetooth,9
Bluetooth,Gizmondo,8
Gizmondo,Londons,6
Londons,Regent,6
Regent,Street,4
Street,Although,7
Although,Nintendo,8
Nintendo,Nokia,7
Nokia,Sony,4
Sony,Nintendo,7
Nintendo,Sony,7
Sony,Nintendos,8
Nintendos,DS,9
DS,March,5
March,Gizmondo,8
Gizmondo,Nintendo,4
Nintendo,Europe,8
Europe,DS,6
DS,GameCube,8
GameCube,Sonys,8
Sonys,PSP,5
PSP,European,8
European,March,7
March,PSP,5
PSP,US,2
US,Spiderman,9
Spiderman,PSP,9
PSP,Nokias,6
Nokias,N-Gage,5
BT,BT,0
BT,May,3
May,Inadvertently,11
Inadvertently,Thousands,12
Thousands,UK,9
UK,BTs,3
BTs,Modem,5
Modem,Protection,8
Protection,Icstis,8
Icstis,UKs,5
UKs,Icstis,5
Icstis,BBC,6
BBC,News,4
News,BT,4
BT,BT,0
BT,Icstis,6
Icstis,October,6
October,BT,7
BT,Gavin,5
Gavin,Patterson,7
Patterson,BT,9
BT,Ireland,7
Ireland,BT,7
BT,May,3
Mobile,Nokia,4
Nokia,Microsoft,8
Microsoft,Sony,8
Sony,Ericsson,7
Ericsson,Walkman,7
Walkman,Motorola,8
Motorola,MP3,7
MP3,Ease,4
Ease,MP3,4
MP3,Full-length,11
Full-length,MP3,11
MP3,Gilles,6
Gilles,Babinet,6
Babinet,Musiwave,7
Musiwave,Musiwave,0
Musiwave,Mr,7
Mr,Babinet,7
Babinet,Mobile,4
Mobile,Apples,5
Apples,Jonas,5
Jonas,Guest,5
Guest,Nokia,5
Nokia,BBC,5
BBC,News,4
News,PCs,3
PCs,Mr,3
Mr,Babinet,7
Babinet,PCs,7
PCs,Mr,3
Mr,Guest,5
Guest,PC,5
PC,One,3
One,Nokia,5
Nokia,Microsoft,8
Microsoft,PC,9
PC,Microsoft,9
Microsoft,Songs,8
Songs,PC,5
PC,Ted,3
Ted,Cohen,4
Cohen,EMI,5
EMI,Asia,4
Asia,Asia,0
Asia,North,5
North,America,6
America,Europe,6
Europe,EMI,5
EMI,PCs,3
PCs,Mr,3
Mr,Cohen,5
Cohen,PC,5
PC,PC,0
PC,Mr,2
Mr,Babinet,7
Babinet,PCs,7
PCs,PC,1
PC,PC,0
PC,Mr,2
Mr,Cohen,5
Cohen,Mr,5
Mr,Babinet,7
Babinet,TV,7
TV,Tomorrow,7
Two,Drink,5
Drink,Die,3
Die,Old,3
Old,Bailey,5
Bailey,BBC,5
BBC,News,4
News,Drink,5
Drink,Die,3
Die,Windows,6
Windows,Britain,7
Britain,United,5
United,States,4
States,DOD,6
DOD,October,7
October,US,7
US,Customs,7
Customs,Service,7
Service,DOD,7
DOD,Razor,5
Razor,Risciso,6
Risciso,Myth,7
Myth,Popz,4
Popz,Fourteen,7
Fourteen,US,8
US,Customs,7
Customs,Operation,8
Operation,Buccaneer,8
Buccaneer,Seventy,8
Seventy,US,7
US,Britain,7
Britain,Australia,6
Australia,Norway,8
Norway,Sweden,6
Sweden,Finland,6
Finland,US,7
US,Among,5
Among,Americans,6
Americans,John,8
John,Sankus,6
Sankus,Eriflleh,8
Eriflleh,Richard,7
Richard,Berry,6
Berry,Kent,4
Kent,Kartadinata,8
Kartadinata,Christopher,10
Christopher,Tresco,8
Tresco,Massachusetts,11
Massachusetts,Institute,10
Institute,Technology,10
Technology,Sankus,9
Sankus,Philadelphia,11
Philadelphia,US,12
US,Attorney,8
Attorney,Paul,8
Paul,McNulty,5
McNulty,Sankus,7
Sankus,British-born,11
British-born,Australian,10
Australian,Hew,10
Hew,Raymond,7
Raymond,Griffiths,9
Griffiths,US,9
US,US,0
US,Customs,7
Customs,Mr,7
Mr,Griffiths,8
Griffiths,DODs,8
DODs,Antony,6
Antony,Townsden,7
Townsden,BBC,8
BBC,News,4
News,Mr,4
Mr,Townsden,8
Townsden,Australia,9
Australia,US,9
US,Australian,10
Australian,US,10
US,Mr,2
Mr,Griffiths,8
Griffiths,Alex,9
Alex,Bell,4
Bell,Old,3
Old,Bailey,5
Bailey,Friday,4
Friday,Mr,5
Mr,Steven,6
Steven,Dowds,6
Dowds,Tim,5
Tim,US,3
US,Immigration,11
Immigration,Customs,10
Customs,Enforcement,10
Enforcement,Dean,9
Dean,Boyd,4
Boyd,DOD,4
DOD,BBC,3
BBC,News,4
News,Mr,4
Mr,Boyd,4
Boyd,US,4
US,Mr,2
Mr,Boyd,4
Boyd,Duke,4
Duke,North,5
North,Carolina,7
Carolina,MIT,8
MIT,Warez,5
Warez,Mr,4
Mr,Boyd,4
Boyd,DOD,4
DOD,Business,8
Business,Software,8
Software,Alliance,7
Alliance,DOD,8
DOD,Britain,7
Domain,Cyrillic,7
Cyrillic,Internationalised,13
Internationalised,Domain,14
Domain,Names,5
Names,Internet,7
Internet,Engineering,8
Engineering,Task,11
Task,Force,5
Force,UK,5
UK,Internet,8
Internet,Forum,7
Forum,Registering,10
Registering,Stephen,9
Stephen,Dyer,6
Dyer,UKIF,4
UKIF,Domain,6
Domain,So-called,7
So-called,ASCII,9
ASCII,European,8
European,Unicode,7
Unicode,So,6
So,PayPal,6
PayPal,Latin,5
Latin,Russian,5
Russian,Russian,0
Russian,English,6
English,Paypalcom,8
Paypalcom,Verisign,9
Verisign,Internationalised,13
Internationalised,Domain,14
Domain,Name,5
Name,Mr,4
Mr,Dyer,3
Dyer,Paypal,5
Paypal,Mr,6
Mr,Dyer,3
Dyer,IDN,4
IDN,Mr,3
Mr,Dyer,3
Dyer,Mr,3
Mr,Dyer,3
Dyer,Another,5
Another,IDN-disabled,11
IDN-disabled,CENTR,11
CENTR,Council,6
Council,European,8
European,National,7
National,Top,7
Top,Level,5
Level,Domain,6
Domain,Registries,9
Registries,IDN-disabled,9
IDN-disabled,IDNs,8
Net,Eighty,5
Eighty,Firms,5
Firms,Data,5
Data,Firms,5
Firms,MCI,5
MCI,BT,3
BT,Deutsche,8
Deutsche,Telekom,7
Telekom,Energis,7
Energis,NTT,7
NTT,Bell,4
Bell,Canada,6
Canada,US,6
US,Arbor,5
Arbor,Networks,6
Networks,Increasingly,11
Increasingly,Rob,12
Rob,Pollard,6
Pollard,Arbor,6
Arbor,Networks,6
Networks,Mr,7
Mr,Pollard,6
Pollard,Arbor,6
Arbor,Mr,4
Mr,Pollard,6
Pollard,Arbor,6
Arbor,Networks,6
Networks,Anyone,7
Anyone,Malcolm,6
Malcolm,Seagrave,7
Seagrave,Energis,7
Microsoft,ID,9
ID,Microsoft,9
Microsoft,Windows,7
Windows,Internet,8
Internet,Explorer,7
Explorer,PCs,8
PCs,Microsoft,8
Microsoft,Microsofts,1
Microsofts,Passport,8
Passport,Hailstorm,5
Hailstorm,ID,9
ID,UKs,3
UKs,UK,1
UK,ID,2
ID,Which?,6
Which?,Microsoft,8
Microsoft,Internet,8
Internet,Explorer,7
Explorer,Windows,7
Windows,Longhorn,6
Longhorn,Michael,7
Michael,Stephenson,9
Stephenson,Microsofts,10
Microsofts,Windows,7
Windows,Server,7
Server,ID,6
ID,Windows,7
Windows,XP,7
XP,Longhorn,8
Longhorn,Mr,7
Mr,Stephenson,10
Stephenson,Microsoft,9
Microsoft,Passport,7
Passport,Hailstorm,5
Hailstorm,PC,9
PC,IDs,3
IDs,Mr,3
Mr,Stephenson,10
Stephenson,Hailstorm,10
Hailstorm,Passport,5
Passport,Passport,0
Passport,Online,8
Online,January,6
January,Although,8
Although,Microsoft,8
Microsoft,Internet,8
Internet,Explorer,7
Explorer,Last,8
Last,Windows,7
Windows,Service,7
Service,Pack,6
Pack,Longhorn,8
Longhorn,Internet,7
Internet,Explorer,7
Sony,PSP,4
PSP,Sonys,5
Sonys,Playstation,9
Playstation,Portable,8
Portable,UK,8
UK,Stuff,5
Stuff,Magazine,8
Magazine,Top,8
Top,Ten,2
Ten,Essentials,8
Essentials,Owning,8
Owning,Portable,8
Portable,Sharps,7
Sharps,Pentax,6
Pentax,Optio,5
Optio,SV,5
SV,Samsungs,7
Samsungs,Yepp,8
Yepp,YH-999,5
YH-999,Essentials,10
Essentials,Weve,9
Weve,Adam,4
Adam,Vaughan,6
Vaughan,Stuff,6
Stuff,Essentials,9
Essentials,Mr,10
Mr,Vaughan,7
Vaughan,Next,7
Next,Stuff,5
Stuff,Xbox,5
Xbox,TV,4
TV,MP3,3
MP3,PSP,3
PSP,UK,3
Apple,Apple,0
Apple,December,7
December,Apples,7
Apples,Asteroid,7
Asteroid,Apple,7
Apple,Apples,1
Apples,Asteroid,7
Asteroid,PowerPage,7
PowerPage,Apple,8
Apple,Insider,6
Insider,Think,6
Think,Secret,6
Secret,Apple,5
Apple,Apple,0
Apple,Power,5
Power,Page,3
Page,Apple,4
Apple,Insider,6
Insider,Think,6
Think,Secret,6
Secret,Santa,5
Santa,Clara,4
Clara,County,5
County,Superior,8
Superior,Court,7
Court,Judge,5
Judge,James,4
James,Kleinberg,8
Kleinberg,Apple,8
Apple,Judge,4
Judge,Kleinberg,8
Kleinberg,California,9
California,Judge,10
Judge,Apple,4
Apple,Judge,4
Judge,Kleinberg,8
Kleinberg,Electronic,8
Electronic,Frontier,8
Frontier,Foundation,6
Foundation,Power,9
Power,Page,3
Page,Apple,4
Apple,Insider,6
Insider,EFF,7
EFF,Kurt,4
Kurt,Opsahl,6
Opsahl,Mr,6
Mr,Opsahl,6
Opsahl,EFF,6
EFF,US,3
