Current_Word,Next_Word,Levenshtein_distance
Gillingwater,Transport,11
Transport,Studies,9
Studies,Group,7
Group,Loughborough,9
Loughborough,University,11
University,Apple,9
Apple,Toyotas,7
Toyotas,Powered,6
Powered,US,7
US,Japan,5
Japan,Toyotas,6
Toyotas,Experts,6
Experts,Dr,6
Dr,Gillingwater,11
Gillingwater,BBC,12
BBC,News,4
News,Design,5
Design,Dr,5
Dr,Erel,3
Erel,Avineri,6
Avineri,Centre,5
Centre,Transport,7
Transport,Society,9
Society,University,7
University,West,7
West,England,7
England,Bristol,7
Bristol,Dr,6
Dr,Avineri,6
Avineri,Elderly,6
Elderly,Dr,6
Dr,Gillingwater,11
Microsoft,Microsoft,0
Microsoft,Microsoft,0
Microsoft,Stephen,9
Stephen,Toulouse,8
Toulouse,Microsoft,8
Microsoft,Bankash-A,8
Bankash-A,Trojan,8
Trojan,Microsoft,7
Microsoft,Microsofts,1
Microsofts,Microsoft,1
Microsoft,Earlier,8
Earlier,Microsoft,8
Microsoft,Sybari,9
Sybari,Software,5
Software,Windows,8
Windows,Microsoft,7
Microsoft,PCs,8
Finding,Re-using,5
Re-using,Research,6
Research,Forum,7
Forum,Future,4
Future,Forum,4
Forum,UK,5
UK,James,5
James,Goodman,6
Goodman,Forum,5
Forum,Future,4
Future,Mr,5
Mr,Goodman,7
Goodman,Many,6
Many,Mr,3
Mr,Goodman,7
Goodman,Far,6
Far,Mr,2
Mr,Goodman,7
Goodman,Older,6
Older,Forum,5
Forum,Future,4
Future,Romania,7
Romania,Mr,7
Mr,Goodman,7
Goodman,Romania,5
Romania,Europe,7
Europe,Reconditioned,11
Reconditioned,Romanian,9
Romanian,Georgeta,7
Georgeta,Minciu,8
Minciu,Romanian,7
Romanian,Mr,8
Mr,Goodman,7
Goodman,Britains,7
Britains,But,6
Call,Phone,5
Phone,Icstis,6
Icstis,Phone,6
Phone,Icstis,6
Icstis,People,6
People,Without,7
Without,Victims,6
Victims,Icstis,4
Icstis,Rob,6
Rob,Dwight,6
Dwight,Phone,6
Phone,Telecoms,7
Telecoms,Elizabeth,9
Elizabeth,France,8
France,BT,6
BT,Gavin,5
Gavin,Patterson,7
Patterson,BT,9
BT,Consumer,8
Consumer,BT,8
BT,Icstis,6
Icstis,ISPs,4
ISPs,Ignorance,8
Ignorance,MP3s,9
MP3s,Whatever,8
Whatever,Part,7
Part,BT,4
BT,Disable,7
Disable,PC?,7
PC?,Stop,4
Stop,Kylie,5
Kylie,Great,5
Great,Three,4
Three,Phone,3
Phone,VAT,5
VAT,Premium,7
Premium,One,6
One,IT-literate,10
IT-literate,BT,10
BT,Belfast,6
Belfast,VAT,7
VAT,God,3
Microsoft,Microsoft,0
Microsoft,PCs,8
PCs,Microsoft,8
Microsoft,Also,7
Also,Although,5
Although,Microsoft,8
Microsoft,Microsofts,1
Microsofts,Windows,7
Windows,Latest,7
Latest,Spyware,7
Spyware,Surveys,6
Surveys,PCs,6
PCs,Research,7
Research,Earthlink,9
Earthlink,Webroot,9
Webroot,Windows,5
Windows,Microsoft,7
Microsoft,PC,9
PC,Symantec,8
Symantec,McAfee,7
McAfee,Trend,6
Trend,Micro,5
Micro,Ad-Aware,7
Ad-Aware,Spybot,8
Spybot,Microsofts,8
Microsofts,Romanian,10
Romanian,GeCAD,8
GeCAD,Software,8
Software,December,8
December,New,7
New,York-based,9
York-based,Giant,9
Giant,Company,5
Company,Software,6
Software,Last,7
Last,Microsoft,7
Microsoft,SP2,9
SP2,Windows,7
Windows,XP,7
Doors,Thousands,7
Thousands,Las,7
Las,Vegas,3
Vegas,Consumer,8
Consumer,Electronics,11
Electronics,Show,10
Show,Microsoft,8
Microsoft,Bill,8
Bill,Gates,5
Gates,Wednesday,7
Wednesday,Xbox,9
Xbox,Highlights,10
Highlights,TVs,9
TVs,Intel,5
Intel,Microsoft,9
Microsoft,Hewlett,8
Hewlett,Packard,7
Packard,Jeff,7
Jeff,Joseph,4
Joseph,Consumer,6
Consumer,Electronics,11
Electronics,Association,10
Association,BBC,11
BBC,News,4
News,MP3,4
MP3,Consumer,8
Consumer,CES,7
CES,CEA,1
CEA,Tuesday,7
Tuesday,US,7
US,Shipments,9
Shipments,CEA,9
CEA,DVD,3
DVD,Liquid,6
Liquid,Crystal,7
Crystal,Display,6
Display,TVs,6
TVs,PVR,2
PVR,Mr,3
Mr,Joseph,6
Joseph,Apples,6
Apples,CEA,6
CEA,Gaming,6
Gaming,Games,3
Games,Microsofts,9
Microsofts,Xbox,9
Xbox,PlayStation,10
PlayStation,Although,9
Although,Mr,8
Mr,Gates,5
Gates,Xbox,5
Xbox,Games,5
Games,Developers,8
Developers,Conference,10
Conference,US,10
US,CEA,3
CEA,Portable,8
Portable,TV,8
TV,SD,2
SD,CES,3
CES,January,7
Microsoft,Software,9
Software,Microsoft,9
Microsoft,MSN,8
MSN,Spaces,6
Spaces,Microsoft,8
Microsoft,Google,8
Google,AOL,6
AOL,Blogs,5
Blogs,MSN,5
MSN,Spaces,6
Spaces,Hotmail,7
Hotmail,MSN,7
MSN,Messenger,8
Messenger,People,7
People,MSNs,6
MSNs,Blake,5
Blake,Irving,6
Irving,Microsofts,9
Microsofts,Competitors,10
Competitors,Google,10
Google,Blogger,4
Blogger,AOL,7
AOL,Accurate,7
Accurate,According,5
According,Technorati,8
US,US,0
US,AOL,3
AOL,Jurors,6
Jurors,Virginia,7
Virginia,Jeremy,7
Jeremy,Jaynes,5
Jaynes,Jessica,6
Jessica,DeGroot,6
DeGroot,Richard,7
Richard,Rutkowski,8
Rutkowski,Prosecutors,10
Prosecutors,Jaynes,9
Jaynes,Associated,9
Associated,Press,10
Press,Another,7
Another,Jaynes,6
Jaynes,AP,6
AP,Russell,7
Russell,McGuire,7
McGuire,Jaynes,7
Jaynes,Virginia,7
Virginia,State,8
State,Attorney,6
Attorney,General,7
General,Jerry,5
Jerry,Kilgore,6
Kilgore,Prosecutors,9
Prosecutors,Jaynes,9
Jaynes,Jaynes,0
Jaynes,David,5
David,Oblon,5
Oblon,North,5
North,Carolina,7
Carolina,Virginia,5
Virginia,Spam,8
Screensaver,Net,10
Net,Internet,6
Internet,Lycos,8
Lycos,Lycos,0
Lycos,Malte,5
Malte,Pollmann,7
Pollmann,Lycos,8
Lycos,Europe,5
Europe,Lycos,5
Lycos,Mr,5
Mr,Pollmann,8
Pollmann,MP3,8
MP3,But,3
But,Lycos,5
Lycos,Mr,5
Mr,Pollmann,8
Pollmann,Typically,8
Typically,Spamcop,8
Spamcop,Lycos,5
Lycos,Mr,5
Mr,Pollmann,8
Pollmann,Sites,8
Sites,Early,5
Early,Users,5
Users,Lycos,4
Lycos,Europe,5
Europe,December,7
December,Sweden,6
Sweden,Despite,7
Despite,Mr,7
Mr,Pollmann,8
Global,Iranian,6
Iranian,Committee,8
Committee,Protect,8
Protect,Bloggers,6
Bloggers,February,7
February,Mojtaba,7
Mojtaba,Arash,6
Arash,Day,4
Day,Arash,4
Arash,Sigarchi,6
Sigarchi,Mojtaba,8
Mojtaba,Saminejad,8
Saminejad,Iran,8
Iran,Blogs,5
Blogs,Iranian,7
Iranian,Curt,7
Curt,Hopkins,7
Hopkins,Committee,7
Committee,BBC,9
BBC,News,4
News,Iranian,7
Iranian,Committee,8
Committee,Tuesday,9
Tuesday,Mojtaba,7
Mojtaba,Arash,6
Arash,Day,4
Day,Mojtaba,6
Mojtaba,Arash,6
Arash,Mojtaba,6
Mojtaba,Arash,6
Arash,Day,4
Day,Mr,3
Mr,Hopkins,7
Hopkins,Technorati,10
Technorati,US,10
US,Committee,9
Committee,Protect,8
Protect,Bloggers,6
Bloggers,US,8
US,Curt,4
Curt,Hopkins,7
Hopkins,Ellen,6
Ellen,Simonetti,8
Simonetti,International,11
International,Bloggers,13
Bloggers,Bill,7
Bill,Rights,5
Rights,Although,7
Although,Committee,9
Committee,People,8
People,Mr,6
Mr,Hopkins,7
Hopkins,High,5
High,Mr,4
Mr,Hopkins,7
Hopkins,Mr,7
Mr,Hopkins,7
Hopkins,Mr,7
Mr,Hopkins,7
Hopkins,Many,6
Many,Earth,4
China,Chinese,3
Chinese,According,9
According,Chinese,9
Chinese,Chinese,0
Chinese,Xinhua,5
Xinhua,News,6
News,Agency,5
Agency,China,5
China,Rules,5
Rules,China,5
China,October,7
October,December,4
December,China,8
China,Net,5
Net,China,5
China,PCs,5
PCs,Chinese,6
Chinese,Logs,6
Logs,Laws,2
Laws,August,5
August,Chinese,6
Chinese,Reporters,8
Reporters,Without,8
Without,Borders,7
Borders,Chinese,6
HP,Carly,5
Carly,Fiorina,6
Fiorina,Hewlett,7
Hewlett,Packard,7
Packard,HP,7
HP,Consumer,8
Consumer,Electronics,11
Electronics,Show,10
Show,CES,4
CES,January,7
January,Part,5
Part,Crucial,7
Crucial,Ms,7
Ms,Fiorinas,7
Fiorinas,Special,6
Special,Gwen,6
Gwen,Stefani,5
Stefani,HP,7
HP,Ms,2
Ms,Stefani,7
Stefani,Japanese,7
Japanese,US,8
US,HP,2
HP,CES,3
CES,MP3,3
MP3,Ms,2
Ms,Fiorina,7
Fiorina,HP,7
HP,Nokia,5
Nokia,Europe,6
Europe,Among,5
Among,Digital,7
Digital,Media,5
Media,Hub,5
Hub,HPs,2
HPs,Digital,7
Digital,Entertainment,11
Entertainment,Centre,10
Centre,Coming,5
Coming,US,6
US,TV,2
TV,DVD,2
DVD,Light,5
Light,Scribe,6
Scribe,DVD,6
DVD,TV,2
TV,PC,2
PC,Research,8
Research,Eighty,8
Eighty,Media,6
Media,Ms,4
Ms,Fiorina,7
Fiorina,Microsoft,7
Microsoft,Bill,8
Bill,Gates,5
Gates,Ms,4
Ms,Fiorina,7
Fiorina,HP,7
HP,MTV,3
MTV,MTV,0
MTV,Asia,4
Asia,MTVs,4
MTVs,Asia,4
Asia,Aid,2
Aid,Bangkok,7
Bangkok,February,8
February,Asian,7
Anti-spam,Lycos,8
Lycos,Europes,5
Europes,Make,6
Make,Love,3
Love,Spam,4
Spam,November,7
November,Lycos,8
Lycos,Make,5
Make,Love,3
Love,Spam,4
Spam,Lycos,5
Lycos,Europe,5
Europe,Lycos,5
Lycos,Europe,5
Europe,Monitoring,9
Monitoring,Netcraft,8
Netcraft,According,8
According,Netcraft,8
Netcraft,Lycos,7
Lycos,Europe,5
Europe,Make,5
Make,Love,3
Love,Spam,4
Spam,Netcraft,7
Netcraft,Make,7
Make,Love,3
Love,Spam,4
Spam,Lycos,5
Lycos,Many,5
Many,Lycos,5
Lycos,Europe,5
Computer,Launched,7
Launched,World,7
World,Community,8
Community,Grid,8
Grid,WCG,4
WCG,PCs,2
PCs,One,3
One,Seti@home,8
Seti@home,Search,6
Search,Extra,5
Extra,Terrestrial,8
Terrestrial,Life,10
Life,Anyone,5
Anyone,WGC,6
WGC,WCG,2
WCG,Human,5
Human,Proteome,8
Proteome,Folding,7
Folding,Project,7
Project,Organisations,11
Organisations,United,10
United,Nations,6
Nations,Development,9
Development,Programme,9
Programme,World,7
World,Health,5
Health,Organisation,10
Organisation,World,12
World,Community,8
Community,Grid,8
Grid,Elain,4
Elain,Gallin,3
Gallin,Doris,5
Doris,Duke,4
Duke,Charitable,9
Charitable,Foundation,10
Foundation,IBM,10
IBM,United,6
United,Devices,5
Devices,Smallpox,8
Smallpox,Research,8
Research,Grid,7
Grid,Smallpox,8
TV,TVs,1
TVs,TV,1
TV,Consumer,8
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,US,5
US,One,3
One,CES,3
CES,PVR,3
PVR,USs,3
USs,TiVo,4
TiVo,UKs,4
UKs,Sky+,4
Sky+,TV,4
TV,Essentially,11
Essentially,TV,11
TV,TV,0
TV,Japan,5
Japan,US,5
US,Europe,6
Europe,US,6
US,Although,8
Although,US,8
US,Europe,6
Europe,Sky+,6
Sky+,UK,4
UK,Adam,4
Adam,Hume,4
Hume,BBC,4
BBC,Broadcasts,9
Broadcasts,BBC,9
BBC,News,4
News,BBC,4
BBC,UK,3
UK,Tim,3
Tim,Hanlon,6
Hanlon,Starcom,5
Starcom,MediaVest,8
MediaVest,Stacey,7
Stacey,Jolna,6
Jolna,TV,5
TV,Guide,5
Guide,TV,5
TV,TV,0
TV,US,2
US,Googles,7
Googles,Older,6
Older,Mr,4
Mr,Hanlon,6
Hanlon,Mr,6
Mr,Hanlon,6
Hanlon,CES,6
CES,TV-watching,11
TV-watching,High-definition,13
High-definition,TV,15
TV,LCD,3
LCD,Crystal,7
Crystal,Display,6
Display,TVs,6
TVs,DVR,2
DVR,One,3
One,Humaxs,6
Humaxs,LCD,6
LCD,TV,3
TV,TiVo,2
TiVo,DVR,3
DVR,DVD,1
DVD,One,3
One,USs,3
USs,TV,3
TV,DirectTV,6
DirectTV,DVR,7
DVR,TV,2
TV,Microsoft,9
Microsoft,Bill,8
Bill,Gates,5
Gates,TiVo,5
TiVo,TiVoToGo,4
TiVoToGo,Windows,6
Windows,PCs,6
Remote,Soon,5
Soon,Texas,5
Texas,Texas,0
Texas,Live-Shot,8
Live-Shot,John,8
John,Underwood,8
Underwood,Live-Shot,7
Live-Shot,Mr,9
Mr,Underwood,8
Underwood,Reuters,8
Reuters,Mr,6
Mr,Underwood,8
Underwood,Texas,8
Texas,Also,5
Also,Species,7
Species,Corsican,7
Corsican,Already,7
Already,Live-Shot,8
Live-Shot,DVD,9
DVD,Handlers,8
Handlers,Mr,7
Mr,Underwood,8
Underwood,Texas,8
Texas,RSPCA,5
RSPCA,RSPCA,0
RSPCA,Mike,5
Mike,Berger,5
Berger,Texas,5
Texas,Parks,4
Parks,Wildlife,8
Wildlife,Department,9
Department,Mr,9
Mr,Underwood,8
Underwood,Mr,8
Mr,Underwood,8
EU,European,7
European,Parliament,8
Parliament,Politicians,8
Politicians,Hugo,11
Hugo,Lueders,6
Lueders,European,6
European,CompTIA,7
CompTIA,European,7
European,American,6
American,European,6
European,Polish,7
Polish,MEPs,5
MEPs,Also,4
Also,European,7
European,Legal,7
Legal,Affairs,6
Affairs,Committee,8
Committee,MEPs,9
MEPs,European,8
European,Parliament,8
Parliament,EU,10
EU,EU,0
Piero,BBC,5
BBC,Sport,5
Sport,Piero,4
Piero,Wales,5
Wales,England,6
England,Saturday,8
Saturday,Picture,6
Picture,Wales,7
Wales,England,6
England,Six,7
Six,Nations,6
Nations,Shane,6
Shane,Williams,7
Williams,Wales,5
Wales,England,6
England,BBC,7
BBC,Sports,6
Sports,Piero,5
Piero,Piero,0
Piero,Italian,7
Italian,Piero,7
Piero,Francesco,7
Francesco,Viewers,8
Viewers,BBC,7
BBC,Research,8
Research,Development,9
Development,BBC,11
BBC,Broadcast,8
Broadcast,BBC,8
BBC,Outside,7
Outside,Broadcasts,10
Broadcasts,BBC,9
BBC,Sport,5
Sport,Andrew,5
Andrew,Thompson,8
Thompson,BBCs,7
BBCs,Piero,5
Piero,PC,4
PC,Piero,4
Piero,Andy,5
Andy,Townsend,7
Townsend,BBC,8
BBC,Broadcast,8
Broadcast,Piero,9
Piero,Mr,4
Mr,Townsend,8
Townsend,BBC,8
BBC,Broadcast,8
Halo,Microsoft,8
Microsoft,Xbox,8
Xbox,Halo,4
Halo,Halo,0
Halo,Xbox,4
Xbox,Live,4
Live,According,8
According,Microsoft,8
Microsoft,Xbox,8
Xbox,Live,4
Live,Need,4
Need,Speed:,3
Speed:,Underground,10
Underground,UK,10
UK,GTA:,4
GTA:,San,4
San,Andreas,6
Andreas,Halo,7
Halo,Half-Life,6
Half-Life,Last,8
Last,GoldenEye:,10
GoldenEye:,Rogue,8
Rogue,Agent,5
Agent,Killzone,7
Killzone,Record,7
Record,Warcraft,7
Warcraft,World,6
World,Warcraft,6
Warcraft,Blizzard,7
Blizzard,Warcraft,7
Warcraft,Europes,7
Europes,January,7
January,Nintendos,8
Nintendos,Nintendo,1
Nintendo,DS,8
DS,David,4
David,Yarnton,6
Yarnton,Nintendo,6
Nintendo,UK,8
UK,New,3
New,Year,3
Year,US,4
US,Sunday,6
Sunday,Japan,5
Japan,December,8
December,Nintendo,8
Nintendo,DS,8
DS,March,5
Gadgets,Consumer,8
Consumer,Electronics,11
Electronics,Show,10
Show,Las,4
Las,Vegas,3
Vegas,Top,5
Top,Innovations,10
Innovations,Showcase,10
Showcase,BBC,8
BBC,News,4
News,One,4
One,Seagate,6
Seagate,USB,7
USB,CES,3
CES,PCs,3
PCs,Seagate,7
Seagate,Universal,8
Universal,Electronics,10
Electronics,NevoSL,9
NevoSL,Working,7
Working,PCs,7
PCs,Paul,3
Paul,Arling,6
Arling,UEI,6
UEI,Nevo,4
Nevo,Nevo,0
Nevo,CES,4
CES,Girls,5
Girls,Best,5
Best,Friend,5
Friend,Hotseat,6
Hotseat,Solo,6
Solo,Chassis,7
Chassis,DVD,7
DVD,PCs,3
PCs,Jay,3
Jay,LeBoff,6
LeBoff,Hotseat,7
Hotseat,April,7
April,Satellite,8
Satellite,US,9
US,UK,1
UK,DAB,3
DAB,Eton,4
Eton,Corporations,9
Corporations,Porsche,10
Porsche,P7131,6
P7131,DAB,5
DAB,UK,3
UK,US,1
US,DAB,3
DAB,UK,3
UK,Eton,4
Eton,Porsche,7
Porsche,January,7
January,US,7
US,UK,1
UK,US,1
US,Consumer,8
Consumer,Electronics,11
Electronics,Association,10
Association,CES,11
CES,One,3
One,Sanyos,5
Sanyos,VPC-C4,6
VPC-C4,MPEG4,4
MPEG4,Images,6
Images,SD,6
SD,SD,0
SD,Wearable,8
Wearable,MPIOs,8
MPIOs,USB,5
USB,Apple,5
Apple,Slung,5
Slung,Although,6
Although,FY500,8
FY500,May,5
May,International,12
International,Forum,12
ITunes,Apple,5
Apple,Apples,1
Apples,Apple,1
Apple,Apple,0
Apple,Californian,11
Californian,Thomas,9
Thomas,Slattery,8
Slattery,US,8
US,District,8
District,Court,6
Court,San,5
San,Jose,4
Jose,Ernest,5
Ernest,Gellhorn,8
Gellhorn,George,5
George,Mason,6
Mason,University,9
University,Prof,9
Prof,Gellhorn,7
Gellhorn,Apple,7
Apple,NPD,5
NPD,Group,5
Group,Mr,4
Mr,Slattery,7
Slattery,Apple,7
Apple,Apple,0
Apple,Apples,1
Apples,Napster,5
Napster,Musicmatch,9
Musicmatch,RealPlayer,9
RealPlayer,MP3,9
MP3,Microsofts,9
Microsofts,WMA,10
WMA,Apple,5
Apple,AAC,4
AAC,WMA,3
WMA,Digital,7
Digital,Rights,4
Rights,Management,9
Microsoft,Software,9
Software,Microsoft,9
Microsoft,MSN,8
MSN,Spaces,6
Spaces,Microsoft,8
Microsoft,Google,8
Google,AOL,6
AOL,Blogs,5
Blogs,MSN,5
MSN,Spaces,6
Spaces,Hotmail,7
Hotmail,MSN,7
MSN,Messenger,8
Messenger,People,7
People,MSNs,6
MSNs,Blake,5
Blake,Irving,6
Irving,Microsofts,9
Microsofts,Competitors,10
Competitors,Google,10
Google,Blogger,4
Blogger,AOL,7
AOL,Accurate,7
Accurate,According,5
According,Technorati,8
Broadband,UK,9
UK,High-speed,10
High-speed,UK,10
UK,BT,2
BT,UK,2
UK,BT,2
BT,Nationally,10
Nationally,Britain,8
Britain,Europe,7
Europe,According,8
According,Ofcom,7
Ofcom,UK,5
UK,Germany,7
Germany,UK,7
UK,Germany,7
Germany,Netherlands,7
Netherlands,BT,11
BT,BT,0
BT,Part,4
Part,BT,4
BT,ADSL,4
ADSL,UKs,4
UKs,Asymmetric,10
Asymmetric,Digital,9
Digital,Subscriber,9
Subscriber,Line,8
Line,Paul,4
Paul,Reynolds,7
Reynolds,BT,8
BT,Wholesale,9
Wholesale,BT,9
BT,Retail,6
Retail,Despite,5
Despite,Ofcom,7
Ofcom,BT,5
BT,Local,5
Local,Loop,3
Loop,Unbundling,10
Unbundling,BT,10
BT,Cable,5
Cable,Wireless,6
Wireless,NTL,8
NTL,LLU,3
LLU,September,9
September,Carrier,7
Carrier,Pre-Section,10
Pre-Section,TalkTalk,11
TalkTalk,OneTel,6
OneTel,CPS,6
CPS,BT,3
Ian,Pearson,5
Pearson,BTs,6
BTs,Mr,3
Mr,Pearson,6
Pearson,Inanimate,8
Inanimate,Forget,8
Forget,Ideas,6
Ideas,Images,4
Images,MP3,6
MP3,Mr,2
Mr,Pearson,6
Pearson,Wearable,5
Wearable,TV,8
TV,However,7
However,Baroness,7
Baroness,Susan,7
Susan,Greenfield,9
Greenfield,Royal,9
Royal,Society,6
Society,London,6
London,Baroness,6
Baroness,Greenfield,8
Greenfield,Yet,9
Yet,Researchers,10
Researchers,MP3,11
MP3,Many,3
Many,Professional,11
Professional,Nanoscale,10
Nanoscale,UV,9
UV,Dressings,9
Dressings,Baroness,8
Baroness,Greenfield,8
Greenfield,Mr,9
Mr,Pearson,6
Pearson,Baroness,6
Baroness,Greenfield,8
Greenfield,Clearly,8
Open,Microsoft,9
Microsoft,Linux,8
Linux,Linus,1
Linus,Torvalds,7
Torvalds,Linux,8
Linux,California,8
California,Mr,9
Mr,Torvalds,7
Torvalds,Mitchell,8
Mitchell,Kapor,8
Kapor,Mozilla,7
Mozilla,Microsoft,8
Microsoft,Linux,8
Linux,Microsofts,9
Microsofts,Windows,7
Windows,IBM,7
IBM,US,3
US,UK,1
UK,Patent,6
Patent,Office,6
Office,Dr,6
Dr,Jeremy,5
Jeremy,Philpott,8
Philpott,UK,8
UK,Patent,6
Patent,Office,6
Office,Microsoft,9
Microsoft,WMDs,8
WMDs,Mr,3
Mr,Kapor,4
Kapor,Microsoft,8
Microsoft,Intellect,8
Intellect,Intellect,0
Intellect,Jill,7
Jill,Sutherland,9
Ink,Asia,4
Asia,Kyrgyz,6
Kyrgyz,Republic,8
Republic,Soviet,8
Soviet,Kyrgyz,6
Kyrgyz,President,9
President,Askar,8
Askar,Akaev,3
Akaev,Parliamentary,11
Parliamentary,Presidential,8
Presidential,US,12
US,Kyrgyz,6
Kyrgyz,Republic,8
Republic,German,7
German,Embassy,7
Embassy,Soros,6
Soros,Foundation,8
Foundation,Kyrgyz,10
Kyrgyz,However,7
However,UV,7
UV,UV,0
UV,Likewise,8
Likewise,Autumn,8
Autumn,Soviet,6
Soviet,Republics,8
Republics,Ukraine,8
Ukraine,Georgia,6
Georgia,Widely,7
Widely,Local,5
Local,Others,6
Others,Coalition,9
Coalition,Non-governmental,14
Non-governmental,Organizations,15
Organizations,Serbia,11
Serbia,South,5
South,Africa,6
Africa,Indonesia,8
Indonesia,Turkey,8
Turkey,Afghanistan,11
Afghanistan,Serbia,9
Serbia,Christian,6
Christian,Islamic,8
Islamic,However,7
However,February,7
February,David,8
David,Mikosz,6
Mikosz,IFES,6
Xbox,Microsoft,8
Microsoft,Xbox,8
Xbox,Xboxes,2
Xboxes,October,5
October,Europe,5
Europe,January,7
January,Microsoft,9
Microsoft,Xboxes,8
Xboxes,Robbie,5
Robbie,Bach,6
Bach,Microsoft,8
Microsoft,Consumers,9
Consumers,Xbox,9
Xbox,UK,4
UK,Microsoft,9
Microsoft,Xboxes,8
Xboxes,Xbox,2
Gangsters,Video,8
Video,Gamers,5
Gamers,UK,6
UK,Sales,5
Sales,GTA:,5
GTA:,San,4
San,Andreas,6
Andreas,CJ,7
CJ,UK,2
UK,Although,8
Although,November,8
November,Five,6
Five,Sony,4
Sony,EyeToy,5
EyeToy,Play,5
Play,EAs,4
EAs,Need,4
Need,Speed:,3
Speed:,Underground,10
Underground,Chart-Track,11
Chart-Track,Entertainment,11
Entertainment,Leisure,11
Leisure,Software,6
Software,Publishers,9
Publishers,Association,10
Association,Electronic,9
Electronic,Arts,9
Arts,Roger,5
Roger,Bennett,6
Bennett,Elspa,7
Elspa,Part,5
Part,Halo,3
Halo,Sims,4
Sims,Driver,5
Driver,Need,5
Need,Speed,2
Speed,Fifa,5
Fifa,Burnout,7
Burnout,Despite,7
Despite,Doom,6
Doom,Movie,4
Movie,Games,5
Games,Shrek,4
Shrek,Incredibles,9
Incredibles,Spider-Man,10
Spider-Man,Harry,9
Harry,Potter,6
Potter,Lord,5
Lord,Rings,5
Rings,Elspa,5
Elspa,Xbox,5
Xbox,However,7
However,Sonys,6
Sonys,PlayStation,10
PlayStation,Despite,10
Despite,Half-Life,7
Half-Life,PC,9
PC,Also,4
Also,Valve,4
Valve,Valve,0
Cyber,So-called,8
So-called,MessageLabs,10
MessageLabs,MessageLabs,0
MessageLabs,September,9
September,MessageLabs,9
MessageLabs,September,9
September,Worryingly,10
Worryingly,Older,10
Older,Mark,5
Mark,Sunner,6
Sunner,MessageLabs,10
MessageLabs,Mr,10
Mr,Sunner,5
Sunner,MessageLabs,10
MessageLabs,Although,11
Although,One,8
One,January,6
January,MyDoom,7
MyDoom,Also,5
Search,Search,0
Search,Ask,6
Ask,Jeeves,6
Jeeves,Blinkx,6
Blinkx,Tony,5
Tony,Macklin,7
Macklin,Ask,6
Ask,Jeeves,6
Jeeves,Mr,6
Mr,Macklin,6
Macklin,Ask,6
Ask,Jeeves,6
Jeeves,Ask,6
Ask,Jeeves,6
Jeeves,Sites,4
Sites,Mr,5
Mr,Macklin,6
Macklin,Mr,6
Mr,Macklin,6
Macklin,Ask,6
Ask,Jeeves,6
Jeeves,Ask,6
Ask,Jeeves,6
Jeeves,Ask,6
Ask,Jeeves,6
Jeeves,Googles,5
Googles,Desktop,7
Desktop,Blinkx,7
Blinkx,Blinkx,0
Blinkx,PC,6
PC,Since,5
Since,Blinkx,4
Blinkx,Google,6
Google,Copernic,7
Copernic,Enfish,8
Enfish,X1,6
X1,Apple,5
Apple,PC,5
PC,Suranga,7
Suranga,Chandratillake,11
Chandratillake,Blinkx,12
Blinkx,Blinkx,0
Blinkx,Blinkx,0
Blinkx,Google,6
Google,Yahoo,6
Yahoo,Blinkx,6
Blinkx,Mr,6
Mr,Chandratillake,13
Although,Ontrack,7
Ontrack,Careless,8
Careless,Adrian,7
Adrian,Palmer,6
Palmer,Ontrack,7
Ontrack,Data,5
Data,Recovery,8
Recovery,Mr,7
Mr,Palmer,5
Palmer,Mr,5
Mr,Palmer,5
UK,TV,2
TV,British,7
British,TV,7
TV,US,2
US,New,3
New,Desperate,8
Desperate,Housewives,8
Housewives,Six,9
Six,Feet,4
Feet,Under,4
Under,US,4
US,Web,3
Web,Envisional,10
Envisional,UK,10
UK,TV,2
TV,BitTorrent,9
BitTorrent,TV,9
TV,VCR,3
VCR,Ben,3
Ben,Coppin,5
Coppin,Envisional,8
Envisional,UK,10
UK,Fans,4
Fans,US,4
US,TV,2
TV,UK,2
UK,Britain,7
Britain,US,7
US,Mr,2
Mr,Coppin,6
Coppin,Exact,6
Exact,UK,5
UK,TV,2
TV,Many,4
Many,TV,4
TV,TiVo-type,7
TiVo-type,Sky+,8
Sky+,TV,4
TV,Within,6
Within,UK,6
UK,According,9
According,Jupiter,9
Jupiter,Research,8
Research,Envisional,9
Envisional,TV,10
TV,BBC,3
BBC,Interactive,11
Interactive,Media,9
Media,Player,6
Player,BBC,6
BBC,UK,3
Technology,Often,9
Often,UK,5
UK,BT,2
BT,Connected,9
Connected,World,7
World,BT,5
BT,Century,7
Century,Frank,7
Frank,Stone,4
Stone,BTs,5
BTs,April,5
April,Brussels,7
Brussels,Madrid,8
Madrid,Using,6
Using,Bafta-winning,10
Bafta-winning,Langlands,11
Langlands,Bell,8
Bell,Brussels,5
Brussels,Coudenberg,8
Coudenberg,Cellars,7
Cellars,Coudenberg,7
Coudenberg,Palace,9
Palace,European,7
European,Century,8
Century,River,6
River,Senne,5
Senne,Quake,4
Quake,AI,5
AI,BTs,3
BTs,Tara,4
Tara,Abstract,6
Abstract,Rendering,8
Rendering,Architecture,11
Architecture,Encounter,9
Encounter,Tara,9
Tara,Orange,5
Orange,Expressionist,11
Expressionist,UK,13
UK,Technology,10
Technology,Big,9
